[17/Dec/2015 14:41:54] DEBUG [django.db.backends:89] (0.004) 
            SELECT c.relname, c.relkind
            FROM pg_catalog.pg_class c
            LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
            WHERE c.relkind IN ('r', 'v')
                AND n.nspname NOT IN ('pg_catalog', 'pg_toast')
                AND pg_catalog.pg_table_is_visible(c.oid); args=None
[17/Dec/2015 14:45:15] WARNING [django.request:170] Not Found: /test
[17/Dec/2015 14:45:17] WARNING [django.request:170] Not Found: /test/
[17/Dec/2015 14:45:24] DEBUG [django.db.backends:89] (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = 'evpmknyqd5mw5bahmnmn7w9wx7c6dovl' AND "django_session"."expire_date" > '2015-12-17T13:45:24.763239+00:00'::timestamptz); args=('evpmknyqd5mw5bahmnmn7w9wx7c6dovl', datetime.datetime(2015, 12, 17, 13, 45, 24, 763239, tzinfo=<UTC>))
[17/Dec/2015 14:45:24] DEBUG [django.db.backends:89] (0.005) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2,)
[17/Dec/2015 14:45:25] DEBUG [django.db.backends:89] (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = 'evpmknyqd5mw5bahmnmn7w9wx7c6dovl' AND "django_session"."expire_date" > '2015-12-17T13:45:25.096661+00:00'::timestamptz); args=('evpmknyqd5mw5bahmnmn7w9wx7c6dovl', datetime.datetime(2015, 12, 17, 13, 45, 25, 96661, tzinfo=<UTC>))
[17/Dec/2015 14:45:25] DEBUG [django.db.backends:89] (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2,)
[17/Dec/2015 14:45:25] DEBUG [django.db.backends:89] (0.001) SELECT "buildings_buildingfloorspace"."id", "buildings_buildingfloorspace"."short_name", "buildings_buildingfloorspace"."long_name", "buildings_buildingfloorspace"."area", "buildings_buildingfloorspace"."perimeter", "buildings_buildingfloorspace"."floor_num", "buildings_buildingfloorspace"."geom", "buildings_buildingfloorspace"."fk_access_type_id", "buildings_buildingfloorspace"."fk_building_floor_id", "buildings_buildingfloorspace"."fk_building_id", "buildings_buildingfloorspace"."room_external_id", "buildings_buildingfloorspace"."room_number", "buildings_buildingfloorspace"."room_number_sign", "buildings_buildingfloorspace"."room_description", "buildings_buildingfloorspace"."capacity", "buildings_buildingfloorspace"."space_type_id", "buildings_buildingfloorspace"."tag" FROM "buildings_buildingfloorspace" WHERE ("buildings_buildingfloorspace"."fk_building_floor_id" = 1170 AND "buildings_buildingfloorspace"."fk_building_id" = 2); args=(1170, 2)
[17/Dec/2015 14:45:25] DEBUG [django.db.backends:89] (0.981) SELECT "buildings_buildingfloorspace"."id", "buildings_buildingfloorspace"."short_name", "buildings_buildingfloorspace"."long_name", "buildings_buildingfloorspace"."area", "buildings_buildingfloorspace"."perimeter", "buildings_buildingfloorspace"."floor_num", "buildings_buildingfloorspace"."geom", "buildings_buildingfloorspace"."fk_access_type_id", "buildings_buildingfloorspace"."fk_building_floor_id", "buildings_buildingfloorspace"."fk_building_id", "buildings_buildingfloorspace"."room_external_id", "buildings_buildingfloorspace"."room_number", "buildings_buildingfloorspace"."room_number_sign", "buildings_buildingfloorspace"."room_description", "buildings_buildingfloorspace"."capacity", "buildings_buildingfloorspace"."space_type_id", "buildings_buildingfloorspace"."tag" FROM "buildings_buildingfloorspace" WHERE "buildings_buildingfloorspace"."id" = 1170; args=(1170,)
[17/Dec/2015 14:46:18] DEBUG [django.db.backends:89] (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = 'evpmknyqd5mw5bahmnmn7w9wx7c6dovl' AND "django_session"."expire_date" > '2015-12-17T13:46:18.947894+00:00'::timestamptz); args=('evpmknyqd5mw5bahmnmn7w9wx7c6dovl', datetime.datetime(2015, 12, 17, 13, 46, 18, 947894, tzinfo=<UTC>))
[17/Dec/2015 14:46:18] DEBUG [django.db.backends:89] (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2,)
[17/Dec/2015 14:46:19] DEBUG [django.db.backends:89] (0.002) SELECT "buildings_buildingfloorspace"."id", "buildings_buildingfloorspace"."short_name", "buildings_buildingfloorspace"."long_name", "buildings_buildingfloorspace"."area", "buildings_buildingfloorspace"."perimeter", "buildings_buildingfloorspace"."floor_num", "buildings_buildingfloorspace"."geom", "buildings_buildingfloorspace"."fk_access_type_id", "buildings_buildingfloorspace"."fk_building_floor_id", "buildings_buildingfloorspace"."fk_building_id", "buildings_buildingfloorspace"."room_external_id", "buildings_buildingfloorspace"."room_number", "buildings_buildingfloorspace"."room_number_sign", "buildings_buildingfloorspace"."room_description", "buildings_buildingfloorspace"."capacity", "buildings_buildingfloorspace"."space_type_id", "buildings_buildingfloorspace"."tag" FROM "buildings_buildingfloorspace" WHERE "buildings_buildingfloorspace"."id" = 1; args=(1,)
[17/Dec/2015 14:46:19] DEBUG [django.db.backends:89] (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = 'evpmknyqd5mw5bahmnmn7w9wx7c6dovl' AND "django_session"."expire_date" > '2015-12-17T13:46:19.031621+00:00'::timestamptz); args=('evpmknyqd5mw5bahmnmn7w9wx7c6dovl', datetime.datetime(2015, 12, 17, 13, 46, 19, 31621, tzinfo=<UTC>))
[17/Dec/2015 14:46:19] DEBUG [django.db.backends:89] (0.014) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2,)
[17/Dec/2015 14:46:19] DEBUG [django.db.backends:89] (0.009) SELECT "buildings_buildingfloorspace"."id", "buildings_buildingfloorspace"."short_name", "buildings_buildingfloorspace"."long_name", "buildings_buildingfloorspace"."area", "buildings_buildingfloorspace"."perimeter", "buildings_buildingfloorspace"."floor_num", "buildings_buildingfloorspace"."geom", "buildings_buildingfloorspace"."fk_access_type_id", "buildings_buildingfloorspace"."fk_building_floor_id", "buildings_buildingfloorspace"."fk_building_id", "buildings_buildingfloorspace"."room_external_id", "buildings_buildingfloorspace"."room_number", "buildings_buildingfloorspace"."room_number_sign", "buildings_buildingfloorspace"."room_description", "buildings_buildingfloorspace"."capacity", "buildings_buildingfloorspace"."space_type_id", "buildings_buildingfloorspace"."tag" FROM "buildings_buildingfloorspace" WHERE ("buildings_buildingfloorspace"."fk_building_floor_id" = 1 AND "buildings_buildingfloorspace"."fk_building_id" = 1); args=(1, 1)
[17/Dec/2015 14:47:50] DEBUG [django.db.backends:89] (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = 'evpmknyqd5mw5bahmnmn7w9wx7c6dovl' AND "django_session"."expire_date" > '2015-12-17T13:47:50.802903+00:00'::timestamptz); args=('evpmknyqd5mw5bahmnmn7w9wx7c6dovl', datetime.datetime(2015, 12, 17, 13, 47, 50, 802903, tzinfo=<UTC>))
[17/Dec/2015 14:47:50] DEBUG [django.db.backends:89] (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2,)
[17/Dec/2015 14:47:50] DEBUG [django.db.backends:89] (0.001) SELECT "buildings_buildingfloorspace"."id", "buildings_buildingfloorspace"."short_name", "buildings_buildingfloorspace"."long_name", "buildings_buildingfloorspace"."area", "buildings_buildingfloorspace"."perimeter", "buildings_buildingfloorspace"."floor_num", "buildings_buildingfloorspace"."geom", "buildings_buildingfloorspace"."fk_access_type_id", "buildings_buildingfloorspace"."fk_building_floor_id", "buildings_buildingfloorspace"."fk_building_id", "buildings_buildingfloorspace"."room_external_id", "buildings_buildingfloorspace"."room_number", "buildings_buildingfloorspace"."room_number_sign", "buildings_buildingfloorspace"."room_description", "buildings_buildingfloorspace"."capacity", "buildings_buildingfloorspace"."space_type_id", "buildings_buildingfloorspace"."tag" FROM "buildings_buildingfloorspace" WHERE "buildings_buildingfloorspace"."id" = 1; args=(1,)
[17/Dec/2015 14:47:50] DEBUG [django.db.backends:89] (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = 'evpmknyqd5mw5bahmnmn7w9wx7c6dovl' AND "django_session"."expire_date" > '2015-12-17T13:47:50.947704+00:00'::timestamptz); args=('evpmknyqd5mw5bahmnmn7w9wx7c6dovl', datetime.datetime(2015, 12, 17, 13, 47, 50, 947704, tzinfo=<UTC>))
[17/Dec/2015 14:47:51] DEBUG [django.db.backends:89] (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2,)
[17/Dec/2015 14:47:51] DEBUG [django.db.backends:89] (0.009) SELECT "buildings_buildingfloorspace"."id", "buildings_buildingfloorspace"."short_name", "buildings_buildingfloorspace"."long_name", "buildings_buildingfloorspace"."area", "buildings_buildingfloorspace"."perimeter", "buildings_buildingfloorspace"."floor_num", "buildings_buildingfloorspace"."geom", "buildings_buildingfloorspace"."fk_access_type_id", "buildings_buildingfloorspace"."fk_building_floor_id", "buildings_buildingfloorspace"."fk_building_id", "buildings_buildingfloorspace"."room_external_id", "buildings_buildingfloorspace"."room_number", "buildings_buildingfloorspace"."room_number_sign", "buildings_buildingfloorspace"."room_description", "buildings_buildingfloorspace"."capacity", "buildings_buildingfloorspace"."space_type_id", "buildings_buildingfloorspace"."tag" FROM "buildings_buildingfloorspace" WHERE ("buildings_buildingfloorspace"."fk_building_floor_id" = 1 AND "buildings_buildingfloorspace"."fk_building_id" = 1); args=(1, 1)
[17/Dec/2015 14:49:02] DEBUG [django.db.backends:89] (0.003) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = 'evpmknyqd5mw5bahmnmn7w9wx7c6dovl' AND "django_session"."expire_date" > '2015-12-17T13:49:02.581297+00:00'::timestamptz); args=('evpmknyqd5mw5bahmnmn7w9wx7c6dovl', datetime.datetime(2015, 12, 17, 13, 49, 2, 581297, tzinfo=<UTC>))
[17/Dec/2015 14:49:02] DEBUG [django.db.backends:89] (0.002) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2,)
[17/Dec/2015 14:49:02] DEBUG [django.db.backends:89] (0.001) SELECT "buildings_buildingfloorspace"."id", "buildings_buildingfloorspace"."short_name", "buildings_buildingfloorspace"."long_name", "buildings_buildingfloorspace"."area", "buildings_buildingfloorspace"."perimeter", "buildings_buildingfloorspace"."floor_num", "buildings_buildingfloorspace"."geom", "buildings_buildingfloorspace"."fk_access_type_id", "buildings_buildingfloorspace"."fk_building_floor_id", "buildings_buildingfloorspace"."fk_building_id", "buildings_buildingfloorspace"."room_external_id", "buildings_buildingfloorspace"."room_number", "buildings_buildingfloorspace"."room_number_sign", "buildings_buildingfloorspace"."room_description", "buildings_buildingfloorspace"."capacity", "buildings_buildingfloorspace"."space_type_id", "buildings_buildingfloorspace"."tag" FROM "buildings_buildingfloorspace" WHERE "buildings_buildingfloorspace"."id" = 1; args=(1,)
[17/Dec/2015 14:49:02] DEBUG [django.db.backends:89] (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = 'evpmknyqd5mw5bahmnmn7w9wx7c6dovl' AND "django_session"."expire_date" > '2015-12-17T13:49:02.662546+00:00'::timestamptz); args=('evpmknyqd5mw5bahmnmn7w9wx7c6dovl', datetime.datetime(2015, 12, 17, 13, 49, 2, 662546, tzinfo=<UTC>))
[17/Dec/2015 14:49:02] DEBUG [django.db.backends:89] (0.002) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2,)
[17/Dec/2015 14:49:02] DEBUG [django.db.backends:89] (0.002) SELECT "buildings_buildingfloorspace"."id", "buildings_buildingfloorspace"."short_name", "buildings_buildingfloorspace"."long_name", "buildings_buildingfloorspace"."area", "buildings_buildingfloorspace"."perimeter", "buildings_buildingfloorspace"."floor_num", "buildings_buildingfloorspace"."geom", "buildings_buildingfloorspace"."fk_access_type_id", "buildings_buildingfloorspace"."fk_building_floor_id", "buildings_buildingfloorspace"."fk_building_id", "buildings_buildingfloorspace"."room_external_id", "buildings_buildingfloorspace"."room_number", "buildings_buildingfloorspace"."room_number_sign", "buildings_buildingfloorspace"."room_description", "buildings_buildingfloorspace"."capacity", "buildings_buildingfloorspace"."space_type_id", "buildings_buildingfloorspace"."tag" FROM "buildings_buildingfloorspace" WHERE ("buildings_buildingfloorspace"."fk_building_floor_id" = 1 AND "buildings_buildingfloorspace"."fk_building_id" = 1); args=(1, 1)
[17/Dec/2015 14:49:32] DEBUG [django.db.backends:89] (0.003) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = 'evpmknyqd5mw5bahmnmn7w9wx7c6dovl' AND "django_session"."expire_date" > '2015-12-17T13:49:32.563371+00:00'::timestamptz); args=('evpmknyqd5mw5bahmnmn7w9wx7c6dovl', datetime.datetime(2015, 12, 17, 13, 49, 32, 563371, tzinfo=<UTC>))
[17/Dec/2015 14:49:32] DEBUG [django.db.backends:89] (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2,)
[17/Dec/2015 14:49:32] DEBUG [django.db.backends:89] (0.014) SELECT "buildings_buildingfloorspace"."id", "buildings_buildingfloorspace"."short_name", "buildings_buildingfloorspace"."long_name", "buildings_buildingfloorspace"."area", "buildings_buildingfloorspace"."perimeter", "buildings_buildingfloorspace"."floor_num", "buildings_buildingfloorspace"."geom", "buildings_buildingfloorspace"."fk_access_type_id", "buildings_buildingfloorspace"."fk_building_floor_id", "buildings_buildingfloorspace"."fk_building_id", "buildings_buildingfloorspace"."room_external_id", "buildings_buildingfloorspace"."room_number", "buildings_buildingfloorspace"."room_number_sign", "buildings_buildingfloorspace"."room_description", "buildings_buildingfloorspace"."capacity", "buildings_buildingfloorspace"."space_type_id", "buildings_buildingfloorspace"."tag" FROM "buildings_buildingfloorspace" WHERE "buildings_buildingfloorspace"."id" = 1; args=(1,)
[17/Dec/2015 14:49:32] DEBUG [django.db.backends:89] (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = 'evpmknyqd5mw5bahmnmn7w9wx7c6dovl' AND "django_session"."expire_date" > '2015-12-17T13:49:32.643481+00:00'::timestamptz); args=('evpmknyqd5mw5bahmnmn7w9wx7c6dovl', datetime.datetime(2015, 12, 17, 13, 49, 32, 643481, tzinfo=<UTC>))
[17/Dec/2015 14:49:32] DEBUG [django.db.backends:89] (0.002) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2,)
[17/Dec/2015 14:49:32] DEBUG [django.db.backends:89] (0.009) SELECT "buildings_buildingfloorspace"."id", "buildings_buildingfloorspace"."short_name", "buildings_buildingfloorspace"."long_name", "buildings_buildingfloorspace"."area", "buildings_buildingfloorspace"."perimeter", "buildings_buildingfloorspace"."floor_num", "buildings_buildingfloorspace"."geom", "buildings_buildingfloorspace"."fk_access_type_id", "buildings_buildingfloorspace"."fk_building_floor_id", "buildings_buildingfloorspace"."fk_building_id", "buildings_buildingfloorspace"."room_external_id", "buildings_buildingfloorspace"."room_number", "buildings_buildingfloorspace"."room_number_sign", "buildings_buildingfloorspace"."room_description", "buildings_buildingfloorspace"."capacity", "buildings_buildingfloorspace"."space_type_id", "buildings_buildingfloorspace"."tag" FROM "buildings_buildingfloorspace" WHERE ("buildings_buildingfloorspace"."fk_building_floor_id" = 1 AND "buildings_buildingfloorspace"."fk_building_id" = 1); args=(1, 1)
[17/Dec/2015 14:50:06] DEBUG [django.db.backends:89] (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = 'evpmknyqd5mw5bahmnmn7w9wx7c6dovl' AND "django_session"."expire_date" > '2015-12-17T13:50:06.350769+00:00'::timestamptz); args=('evpmknyqd5mw5bahmnmn7w9wx7c6dovl', datetime.datetime(2015, 12, 17, 13, 50, 6, 350769, tzinfo=<UTC>))
[17/Dec/2015 14:50:06] DEBUG [django.db.backends:89] (0.024) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2,)
[17/Dec/2015 14:50:06] DEBUG [django.db.backends:89] (0.015) SELECT "buildings_buildingfloorspace"."id", "buildings_buildingfloorspace"."short_name", "buildings_buildingfloorspace"."long_name", "buildings_buildingfloorspace"."area", "buildings_buildingfloorspace"."perimeter", "buildings_buildingfloorspace"."floor_num", "buildings_buildingfloorspace"."geom", "buildings_buildingfloorspace"."fk_access_type_id", "buildings_buildingfloorspace"."fk_building_floor_id", "buildings_buildingfloorspace"."fk_building_id", "buildings_buildingfloorspace"."room_external_id", "buildings_buildingfloorspace"."room_number", "buildings_buildingfloorspace"."room_number_sign", "buildings_buildingfloorspace"."room_description", "buildings_buildingfloorspace"."capacity", "buildings_buildingfloorspace"."space_type_id", "buildings_buildingfloorspace"."tag" FROM "buildings_buildingfloorspace" WHERE "buildings_buildingfloorspace"."id" = 1; args=(1,)
[17/Dec/2015 14:50:06] DEBUG [django.db.backends:89] (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = 'evpmknyqd5mw5bahmnmn7w9wx7c6dovl' AND "django_session"."expire_date" > '2015-12-17T13:50:06.439692+00:00'::timestamptz); args=('evpmknyqd5mw5bahmnmn7w9wx7c6dovl', datetime.datetime(2015, 12, 17, 13, 50, 6, 439692, tzinfo=<UTC>))
[17/Dec/2015 14:50:06] DEBUG [django.db.backends:89] (0.011) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 2; args=(2,)
[17/Dec/2015 14:50:06] DEBUG [django.db.backends:89] (0.005) SELECT "buildings_buildingfloorspace"."id", "buildings_buildingfloorspace"."short_name", "buildings_buildingfloorspace"."long_name", "buildings_buildingfloorspace"."area", "buildings_buildingfloorspace"."perimeter", "buildings_buildingfloorspace"."floor_num", "buildings_buildingfloorspace"."geom", "buildings_buildingfloorspace"."fk_access_type_id", "buildings_buildingfloorspace"."fk_building_floor_id", "buildings_buildingfloorspace"."fk_building_id", "buildings_buildingfloorspace"."room_external_id", "buildings_buildingfloorspace"."room_number", "buildings_buildingfloorspace"."room_number_sign", "buildings_buildingfloorspace"."room_description", "buildings_buildingfloorspace"."capacity", "buildings_buildingfloorspace"."space_type_id", "buildings_buildingfloorspace"."tag" FROM "buildings_buildingfloorspace" WHERE ("buildings_buildingfloorspace"."fk_building_floor_id" = 1 AND "buildings_buildingfloorspace"."fk_building_id" = 1); args=(1, 1)
